event_id,user_id,event_type,event_timestamp,session_id,platform
evt_325603038696,user_00001,post_create,2025-07-10 14:30:49,sess_729231,web
evt_301981336263,user_00001,login,2025-08-17 21:57:04,sess_466901,mobile_android
evt_493262514134,user_00001,login,2025-07-31 08:05:10,sess_913769,mobile_android
evt_602526406980,user_00001,post_schedule,2025-08-10 23:39:27,sess_385326,mobile_android
evt_2615350412,user_00001,login,2025-08-27 09:41:32,sess_890993,web
evt_299701661397,user_00001,login,2025-08-08 10:49:38,sess_385396,mobile_ios
evt_474565463408,user_00001,post_schedule,2025-08-09 11:00:38,sess_798229,mobile_ios
evt_485441567825,user_00001,analytics_view,2025-08-22 09:36:25,sess_315082,mobile_android
evt_457562387116,user_00001,post_schedule,2025-08-12 06:48:15,sess_205267,mobile_ios
evt_141158401054,user_00001,team_manage,2025-08-01 05:07:00,sess_671993,mobile_android
evt_248139445741,user_00001,login,2025-08-11 21:05:58,sess_165091,web
evt_974823060486,user_00001,analytics_view,2025-09-21 23:06:48,sess_139528,web
evt_760231280075,user_00001,inbox_reply,2025-09-10 04:29:20,sess_195568,web
evt_518990708399,user_00001,login,2025-09-17 10:33:57,sess_396669,mobile_android
evt_353963454140,user_00001,analytics_view,2025-09-26 15:46:00,sess_187071,web
evt_855025838566,user_00001,team_manage,2025-08-31 07:24:43,sess_788030,web
evt_668971459898,user_00001,login,2025-08-30 21:02:00,sess_689112,mobile_ios
evt_863594625211,user_00001,inbox_reply,2025-09-18 05:49:58,sess_523832,mobile_android
evt_693513596287,user_00001,media_upload,2025-08-30 14:25:29,sess_175868,mobile_android
evt_759860967482,user_00001,login,2025-08-30 22:05:07,sess_251392,web
evt_938696726942,user_00001,post_create,2025-09-07 17:41:00,sess_878796,mobile_ios
evt_96023786119,user_00001,post_schedule,2025-09-12 16:16:44,sess_263511,web
evt_762285060387,user_00001,post_create,2025-09-08 04:07:11,sess_178315,mobile_ios
evt_183212180660,user_00001,analytics_view,2025-08-31 23:31:00,sess_692942,mobile_android
evt_592120847250,user_00001,post_schedule,2025-09-02 16:02:39,sess_720419,web
evt_380504422077,user_00001,inbox_reply,2025-09-07 23:19:07,sess_500721,web
evt_292394746382,user_00001,post_create,2025-09-01 21:01:02,sess_603895,web
evt_422417228705,user_00001,media_upload,2025-09-02 04:40:31,sess_221641,web
evt_39753329209,user_00001,media_upload,2025-09-04 13:33:22,sess_202509,mobile_android
evt_895951732430,user_00001,inbox_reply,2025-09-13 00:31:13,sess_956595,web
evt_610200497346,user_00001,post_create,2025-09-04 13:42:15,sess_586466,mobile_android
evt_389960635907,user_00001,login,2025-08-29 05:01:09,sess_646050,mobile_android
evt_2185637929,user_00001,post_create,2025-09-02 06:50:09,sess_225022,web
evt_379435935794,user_00001,post_schedule,2025-09-23 21:42:34,sess_762700,mobile_ios
evt_814087896954,user_00001,login,2025-09-13 09:27:51,sess_608117,mobile_android
evt_799203450206,user_00001,media_upload,2025-09-01 15:28:40,sess_737085,web
evt_887926962076,user_00001,post_schedule,2025-09-19 04:08:22,sess_634853,mobile_ios
evt_352597213568,user_00001,post_create,2025-09-21 19:53:33,sess_549527,web
evt_918672878204,user_00001,post_schedule,2025-10-09 14:16:16,sess_183562,web
evt_285408701748,user_00001,post_create,2025-10-22 05:44:47,sess_216600,mobile_android
evt_787144018650,user_00001,login,2025-10-16 09:30:34,sess_705652,mobile_ios
evt_682044099550,user_00001,login,2025-10-06 05:16:16,sess_259123,web
evt_736124755406,user_00001,post_create,2025-10-14 21:51:30,sess_150211,web
evt_272153804233,user_00001,login,2025-10-09 12:40:15,sess_451813,web
evt_732731201797,user_00001,login,2025-10-14 02:13:16,sess_725802,mobile_android
evt_53250600874,user_00001,report_export,2025-10-19 00:52:50,sess_294559,mobile_ios
evt_539648091391,user_00001,post_create,2025-10-01 05:23:44,sess_365573,mobile_ios
evt_523218319760,user_00001,login,2025-10-14 08:47:27,sess_438873,web
evt_51551173222,user_00001,media_upload,2025-10-22 02:52:12,sess_178697,web
evt_9814242721,user_00001,analytics_view,2025-10-04 17:51:57,sess_396742,mobile_ios
evt_268812692455,user_00001,inbox_reply,2025-10-01 03:44:08,sess_589207,mobile_android
evt_914365297353,user_00001,post_schedule,2025-10-24 08:24:42,sess_743387,mobile_ios
evt_16325855283,user_00001,post_schedule,2025-10-23 06:32:19,sess_476321,mobile_ios
evt_342381154124,user_00001,analytics_view,2025-10-16 22:52:48,sess_631296,mobile_android
evt_980622351205,user_00001,report_export,2025-10-08 17:22:25,sess_132113,mobile_ios
evt_130188010331,user_00001,post_schedule,2025-10-03 03:27:37,sess_759206,mobile_android
evt_302965173029,user_00001,post_create,2025-10-14 12:58:58,sess_464766,mobile_android
evt_21409175217,user_00001,login,2025-10-17 12:14:10,sess_481746,mobile_android
evt_837494832999,user_00001,team_manage,2025-10-12 09:08:56,sess_993111,web
evt_662492883894,user_00001,analytics_view,2025-10-19 18:15:17,sess_190620,mobile_ios
evt_867253194135,user_00001,login,2025-11-16 14:56:08,sess_785150,mobile_ios
evt_600057797727,user_00001,post_create,2025-11-16 15:58:05,sess_371571,mobile_ios
evt_193916104048,user_00001,post_schedule,2025-10-28 09:18:53,sess_795559,web
evt_880818055904,user_00001,post_create,2025-11-01 00:42:20,sess_785673,mobile_ios
evt_28087486884,user_00001,team_manage,2025-11-02 09:35:39,sess_105341,mobile_ios
evt_230558021832,user_00001,analytics_view,2025-11-21 17:18:44,sess_541428,web
evt_419139700937,user_00001,login,2025-11-09 15:42:38,sess_834457,mobile_android
evt_843504330695,user_00001,media_upload,2025-11-18 14:33:19,sess_207591,web
evt_842502153326,user_00001,report_export,2025-10-28 03:59:48,sess_952210,mobile_ios
evt_815785107408,user_00001,post_schedule,2025-11-16 20:43:37,sess_161860,mobile_android
evt_46090947401,user_00001,report_export,2025-11-10 04:50:13,sess_943272,web
evt_563665269065,user_00001,login,2025-11-20 14:04:10,sess_247554,web
evt_600525624679,user_00001,post_create,2025-11-19 21:35:05,sess_301509,mobile_android
evt_440469009228,user_00001,post_create,2025-12-02 21:48:28,sess_931251,mobile_android
evt_688391779849,user_00001,login,2025-12-04 19:58:19,sess_249763,mobile_android
evt_764384357073,user_00001,login,2025-12-04 04:31:46,sess_683077,web
evt_24669188957,user_00001,login,2025-12-10 18:46:38,sess_391208,mobile_ios
evt_488166289830,user_00001,team_manage,2025-12-12 20:40:55,sess_651560,web
evt_594999764741,user_00001,report_export,2025-12-14 09:00:07,sess_719766,mobile_android
evt_163262219186,user_00001,login,2025-12-11 10:13:00,sess_386176,web
evt_353869837959,user_00001,media_upload,2025-11-28 21:27:15,sess_681167,mobile_ios
evt_666396164216,user_00001,analytics_view,2025-12-18 23:03:02,sess_221448,web
evt_372364277989,user_00001,team_manage,2025-12-15 02:36:23,sess_206723,mobile_android
evt_420482862419,user_00001,inbox_reply,2025-12-02 14:31:19,sess_463886,mobile_android
evt_761422473317,user_00001,team_manage,2025-11-28 10:36:16,sess_911915,mobile_ios
evt_779267395877,user_00001,post_create,2025-12-06 10:18:21,sess_917646,mobile_ios
evt_225916624750,user_00001,login,2025-12-04 01:39:29,sess_774369,mobile_android
evt_227061828320,user_00001,login,2025-12-25 17:47:12,sess_965748,web
evt_260800614372,user_00001,post_create,2025-12-18 04:46:11,sess_770623,mobile_android
evt_791745205470,user_00001,report_export,2025-12-14 10:42:46,sess_683558,web
evt_143527171322,user_00001,post_schedule,2025-12-19 13:01:12,sess_130629,web
evt_60988911589,user_00001,login,2025-12-23 05:40:09,sess_176323,web
evt_210163661565,user_00001,login,2025-12-11 13:38:38,sess_401673,mobile_android
evt_328429374890,user_00001,login,2025-12-12 23:48:42,sess_180951,mobile_android
evt_933140258920,user_00001,team_manage,2025-12-13 03:52:32,sess_232380,mobile_android
evt_549844569497,user_00001,inbox_reply,2025-12-01 15:23:24,sess_375394,mobile_ios
evt_557950109245,user_00001,post_schedule,2025-12-19 19:02:35,sess_938721,mobile_ios
evt_59700057059,user_00001,login,2025-12-30 19:34:36,sess_138181,web
evt_845086729237,user_00001,analytics_view,2025-12-27 12:22:45,sess_806881,mobile_android
evt_476056028827,user_00001,login,2025-12-30 16:52:23,sess_504253,web
evt_45042962761,user_00001,post_schedule,2025-12-29 02:09:00,sess_686411,mobile_android
evt_792445471209,user_00001,analytics_view,2025-12-27 03:37:54,sess_338387,mobile_ios
evt_665569411805,user_00001,post_schedule,2025-12-30 09:18:35,sess_221014,mobile_android
evt_530679240563,user_00001,login,2025-12-27 21:14:58,sess_963929,mobile_android
evt_653017823305,user_00001,media_upload,2025-12-30 18:22:34,sess_853637,mobile_ios
evt_43672033191,user_00001,inbox_reply,2025-12-28 12:29:36,sess_351187,mobile_android
evt_747234321112,user_00001,post_schedule,2025-12-29 10:37:04,sess_114408,mobile_ios
evt_131922663805,user_00001,post_schedule,2025-12-29 00:20:28,sess_461214,mobile_ios
evt_771373915313,user_00001,post_schedule,2025-12-29 06:11:17,sess_420928,mobile_android
evt_101426226741,user_00001,post_schedule,2025-12-27 03:02:14,sess_391773,web
evt_921445940382,user_00001,team_manage,2025-12-30 11:52:24,sess_100694,mobile_ios
evt_905047903000,user_00001,report_export,2025-12-30 15:46:50,sess_693954,mobile_android
evt_694465097516,user_00002,post_schedule,2025-09-21 20:37:49,sess_939912,mobile_android
evt_950399586710,user_00002,login,2025-09-25 04:59:57,sess_169916,mobile_android
evt_86854365655,user_00002,post_create,2025-10-17 02:17:41,sess_352279,web
evt_219437934412,user_00002,post_create,2025-11-13 06:29:50,sess_145331,web
evt_943521634491,user_00002,post_create,2025-11-19 08:57:14,sess_565734,mobile_ios
evt_162824222561,user_00002,post_create,2025-12-10 19:25:48,sess_687348,web
evt_428683936557,user_00002,login,2025-12-30 20:05:30,sess_475090,web
evt_109000138142,user_00002,login,2025-12-30 23:07:13,sess_393971,web
evt_365485604368,user_00003,login,2025-01-26 10:46:35,sess_742640,mobile_ios
evt_302954597188,user_00003,post_create,2025-01-22 14:08:47,sess_582168,mobile_ios
evt_371744644402,user_00003,inbox_reply,2025-01-29 10:24:01,sess_438803,web
evt_53948556840,user_00003,post_create,2025-01-25 10:48:42,sess_293132,web
evt_177566447350,user_00003,login,2025-01-28 00:41:24,sess_362702,web
evt_441524109048,user_00003,post_create,2025-01-21 13:55:18,sess_104999,web
evt_202898416144,user_00003,login,2025-01-22 07:46:51,sess_843899,web
evt_131675706922,user_00003,login,2025-01-22 17:39:26,sess_447072,mobile_ios
evt_653313653203,user_00003,inbox_reply,2025-01-21 23:49:39,sess_517669,mobile_android
evt_445199979466,user_00003,post_create,2025-01-20 07:27:39,sess_454457,mobile_ios
evt_322261483179,user_00003,post_create,2025-01-24 13:33:29,sess_713374,web
evt_502486241313,user_00003,post_schedule,2025-02-24 05:21:45,sess_497225,web
evt_755049754720,user_00003,post_create,2025-02-07 20:55:12,sess_486843,mobile_ios
evt_159596398635,user_00003,login,2025-02-02 23:34:33,sess_899946,web
evt_343675077327,user_00003,analytics_view,2025-02-10 18:12:35,sess_750728,mobile_ios
evt_658100187698,user_00003,post_create,2025-02-14 03:10:31,sess_333036,web
evt_519282951480,user_00003,analytics_view,2025-02-15 15:20:30,sess_949797,web
evt_7207472917,user_00003,post_create,2025-02-25 12:05:22,sess_148329,mobile_ios
evt_526030624118,user_00003,inbox_reply,2025-01-31 23:35:58,sess_246613,mobile_android
evt_300441436169,user_00003,post_create,2025-02-21 02:54:31,sess_823683,mobile_android
evt_783244660592,user_00003,post_create,2025-02-04 09:36:36,sess_204027,mobile_ios
evt_323318763937,user_00003,report_export,2025-02-14 08:16:18,sess_729395,web
evt_796631597901,user_00003,post_create,2025-03-03 06:48:29,sess_527054,mobile_ios
evt_63522391678,user_00003,inbox_reply,2025-03-28 06:58:46,sess_285423,web
evt_587824442105,user_00003,analytics_view,2025-03-19 10:28:41,sess_719016,web
evt_982168380016,user_00003,post_create,2025-03-21 17:09:51,sess_320112,mobile_ios
evt_849024460373,user_00003,post_create,2025-03-02 05:46:19,sess_232332,mobile_ios
evt_986298748429,user_00003,report_export,2025-03-03 14:28:03,sess_226993,web
evt_86744107263,user_00003,login,2025-03-30 11:10:11,sess_147351,mobile_ios
evt_826539797412,user_00003,media_upload,2025-03-27 19:24:14,sess_961220,mobile_ios
evt_318100410945,user_00003,login,2025-03-02 08:50:34,sess_147273,mobile_ios
evt_817720547943,user_00003,analytics_view,2025-03-06 14:56:20,sess_151116,web
evt_902258506184,user_00003,login,2025-03-29 23:37:04,sess_355347,web
evt_629717739440,user_00003,analytics_view,2025-03-20 03:21:33,sess_613182,mobile_android
evt_800319732657,user_00003,login,2025-03-25 15:38:41,sess_164795,web
evt_632407652856,user_00003,analytics_view,2025-03-04 19:43:55,sess_292735,mobile_android
evt_460731017342,user_00003,analytics_view,2025-03-30 05:48:28,sess_551188,web
evt_871347499799,user_00003,login,2025-03-20 06:59:01,sess_982572,mobile_ios
evt_882555295790,user_00003,analytics_view,2025-03-20 06:44:21,sess_809901,mobile_ios
evt_143487015038,user_00003,post_schedule,2025-04-04 02:33:14,sess_486364,mobile_ios
evt_450425158681,user_00003,login,2025-04-16 00:07:57,sess_571331,mobile_android
evt_271355183274,user_00003,login,2025-04-07 22:10:18,sess_399530,mobile_ios
evt_770202384201,user_00003,login,2025-04-11 13:03:02,sess_345715,web
evt_634619832713,user_00003,analytics_view,2025-04-19 16:38:23,sess_591491,mobile_ios
evt_399443881492,user_00003,media_upload,2025-04-26 22:42:29,sess_398701,mobile_ios
evt_150382307438,user_00003,post_create,2025-04-19 07:03:20,sess_869567,mobile_ios
evt_424123898621,user_00003,post_create,2025-04-12 21:31:08,sess_920375,mobile_android
evt_812065239668,user_00003,analytics_view,2025-04-06 17:47:39,sess_893705,mobile_ios
evt_333008659679,user_00003,analytics_view,2025-04-10 12:08:13,sess_833268,web
evt_141804546695,user_00003,analytics_view,2025-04-04 21:31:56,sess_623190,mobile_ios
evt_534182134899,user_00003,analytics_view,2025-04-21 10:10:28,sess_456496,web
evt_613376969099,user_00003,login,2025-04-17 17:29:20,sess_593807,mobile_android
evt_493522734629,user_00003,login,2025-04-21 07:06:38,sess_127790,mobile_android
evt_236248703343,user_00003,post_schedule,2025-04-08 18:33:16,sess_961265,mobile_android
evt_429096651343,user_00003,post_schedule,2025-05-24 03:30:02,sess_526539,mobile_android
evt_440306889967,user_00003,media_upload,2025-05-04 14:25:29,sess_755305,web
evt_360985209536,user_00003,login,2025-05-08 13:36:46,sess_172611,mobile_android
evt_897339469892,user_00003,post_create,2025-05-06 12:40:35,sess_756475,mobile_android
evt_429719353988,user_00003,login,2025-05-22 10:43:59,sess_759763,mobile_ios
evt_43965450049,user_00003,login,2025-05-21 18:09:52,sess_358027,web
evt_435493477287,user_00003,login,2025-05-08 08:07:27,sess_609916,web
evt_477766604346,user_00003,post_create,2025-05-27 04:09:23,sess_262856,web
evt_12151471973,user_00003,post_create,2025-05-07 16:51:03,sess_766641,mobile_android
evt_48837920990,user_00003,analytics_view,2025-05-14 19:26:51,sess_485492,mobile_ios
evt_803714076319,user_00003,inbox_reply,2025-05-11 17:05:58,sess_187858,web
evt_977237782181,user_00003,team_manage,2025-05-14 21:17:31,sess_735724,mobile_ios
evt_97242659694,user_00003,login,2025-05-10 08:21:16,sess_130322,mobile_android
evt_698563457094,user_00003,post_schedule,2025-05-12 21:15:38,sess_453005,web
evt_293900037103,user_00003,post_schedule,2025-06-26 02:40:07,sess_830742,web
evt_12186624761,user_00003,analytics_view,2025-06-11 19:27:11,sess_176702,web
evt_599679845035,user_00003,post_create,2025-06-06 22:50:29,sess_461317,mobile_android
evt_131373464711,user_00003,team_manage,2025-06-24 09:06:39,sess_498447,mobile_android
evt_944939830671,user_00003,login,2025-06-10 03:08:36,sess_602003,mobile_android
evt_645174334640,user_00003,login,2025-06-12 12:25:21,sess_791127,mobile_android
evt_648728188725,user_00003,media_upload,2025-06-09 19:00:13,sess_621071,mobile_ios
evt_65132787377,user_00003,post_schedule,2025-06-16 15:02:22,sess_457383,web
evt_815208389726,user_00003,login,2025-06-25 10:15:46,sess_198825,web
evt_701098682864,user_00003,analytics_view,2025-06-13 08:09:16,sess_131807,mobile_ios
evt_154742571373,user_00003,login,2025-06-17 03:23:25,sess_548759,mobile_ios
evt_147595848705,user_00003,login,2025-06-14 05:10:47,sess_566738,web
evt_665820027162,user_00003,login,2025-06-17 21:41:00,sess_251519,mobile_ios
evt_370493724388,user_00003,post_create,2025-07-13 13:48:56,sess_462205,web
evt_756593190762,user_00003,post_schedule,2025-07-12 01:59:52,sess_974955,mobile_ios
evt_842672716571,user_00003,post_create,2025-07-19 01:00:23,sess_887869,mobile_ios
evt_506560287297,user_00003,report_export,2025-07-22 18:43:46,sess_372816,mobile_android
evt_406978113556,user_00003,post_schedule,2025-07-21 10:08:11,sess_717276,mobile_ios
evt_513542469432,user_00003,login,2025-07-07 18:06:49,sess_953693,mobile_android
