exposure_id,user_id,event_type,event_timestamp,feature_name,context
exp_1538389428,user_00024,repeat_use,2025-07-28 00:00:00,ai_caption_generator,quick_action
exp_3344922617,user_00024,repeat_use,2025-08-14 00:00:00,ai_caption_generator,quick_action
exp_6187640666,user_00024,repeat_use,2025-08-20 00:00:00,ai_caption_generator,bulk_schedule
exp_183601457,user_00024,repeat_use,2025-08-30 00:00:00,ai_caption_generator,post_composer
exp_6159512377,user_00024,repeat_use,2025-08-30 00:00:00,ai_caption_generator,bulk_schedule
exp_959142521,user_00024,repeat_use,2025-08-31 00:00:00,ai_caption_generator,bulk_schedule
exp_5092376196,user_00024,repeat_use,2025-09-03 00:00:00,ai_caption_generator,bulk_schedule
exp_6392845607,user_00024,repeat_use,2025-09-15 00:00:00,ai_caption_generator,content_calendar
exp_4836583843,user_00024,repeat_use,2025-09-26 00:00:00,ai_caption_generator,post_composer
exp_5751678856,user_00024,repeat_use,2025-10-04 00:00:00,ai_caption_generator,content_calendar
exp_8539809907,user_00024,repeat_use,2025-10-10 00:00:00,ai_caption_generator,content_calendar
exp_9533619414,user_00024,repeat_use,2025-10-28 00:00:00,ai_caption_generator,quick_action
exp_2709212170,user_00024,repeat_use,2025-10-30 00:00:00,ai_caption_generator,content_calendar
exp_870573028,user_00024,repeat_use,2025-11-26 00:00:00,ai_caption_generator,bulk_schedule
exp_8655396810,user_00024,repeat_use,2025-12-06 00:00:00,ai_caption_generator,bulk_schedule
exp_7888817650,user_00024,repeat_use,2025-12-20 00:00:00,ai_caption_generator,quick_action
exp_5696335349,user_00024,repeat_use,2025-12-21 00:00:00,ai_caption_generator,post_composer
exp_1090731646,user_00025,exposed,2025-06-21 00:00:00,ai_caption_generator,in_app_notification
exp_3574511574,user_00025,first_use,2025-08-03 00:00:00,ai_caption_generator,bulk_schedule
exp_4851862830,user_00025,repeat_use,2025-08-07 00:00:00,ai_caption_generator,content_calendar
exp_5817284035,user_00025,repeat_use,2025-08-15 00:00:00,ai_caption_generator,bulk_schedule
exp_4526664916,user_00025,repeat_use,2025-08-15 00:00:00,ai_caption_generator,post_composer
exp_1804967468,user_00025,repeat_use,2025-08-19 00:00:00,ai_caption_generator,post_composer
exp_738267117,user_00025,repeat_use,2025-08-19 00:00:00,ai_caption_generator,quick_action
exp_1446395903,user_00025,repeat_use,2025-08-20 00:00:00,ai_caption_generator,content_calendar
exp_527170425,user_00025,repeat_use,2025-08-28 00:00:00,ai_caption_generator,bulk_schedule
exp_7411308100,user_00025,repeat_use,2025-08-28 00:00:00,ai_caption_generator,post_composer
exp_4483572787,user_00025,repeat_use,2025-08-31 00:00:00,ai_caption_generator,post_composer
exp_8442167996,user_00025,repeat_use,2025-09-06 00:00:00,ai_caption_generator,quick_action
exp_8504902838,user_00025,repeat_use,2025-09-07 00:00:00,ai_caption_generator,content_calendar
exp_7265049401,user_00025,repeat_use,2025-09-08 00:00:00,ai_caption_generator,content_calendar
exp_1102928432,user_00025,repeat_use,2025-09-09 00:00:00,ai_caption_generator,quick_action
exp_2158552475,user_00025,repeat_use,2025-09-13 00:00:00,ai_caption_generator,bulk_schedule
exp_1429866893,user_00025,repeat_use,2025-09-15 00:00:00,ai_caption_generator,bulk_schedule
exp_2613379302,user_00025,repeat_use,2025-09-16 00:00:00,ai_caption_generator,bulk_schedule
exp_7513436853,user_00025,repeat_use,2025-09-22 00:00:00,ai_caption_generator,bulk_schedule
exp_3339026674,user_00025,repeat_use,2025-10-01 00:00:00,ai_caption_generator,quick_action
exp_1769765971,user_00025,repeat_use,2025-10-13 00:00:00,ai_caption_generator,post_composer
exp_4204375290,user_00025,repeat_use,2025-10-14 00:00:00,ai_caption_generator,quick_action
exp_3251317594,user_00025,repeat_use,2025-10-15 00:00:00,ai_caption_generator,quick_action
exp_1626219129,user_00025,repeat_use,2025-10-15 00:00:00,ai_caption_generator,post_composer
exp_8163579862,user_00025,repeat_use,2025-11-03 00:00:00,ai_caption_generator,quick_action
exp_7600536549,user_00025,repeat_use,2025-11-05 00:00:00,ai_caption_generator,bulk_schedule
exp_2465140629,user_00025,repeat_use,2025-11-13 00:00:00,ai_caption_generator,content_calendar
exp_7343498056,user_00025,repeat_use,2025-11-21 00:00:00,ai_caption_generator,bulk_schedule
exp_5028197408,user_00025,repeat_use,2025-11-24 00:00:00,ai_caption_generator,quick_action
exp_1912538351,user_00025,repeat_use,2025-12-09 00:00:00,ai_caption_generator,content_calendar
exp_2157256417,user_00025,repeat_use,2025-12-10 00:00:00,ai_caption_generator,bulk_schedule
exp_763201158,user_00025,repeat_use,2025-12-19 00:00:00,ai_caption_generator,bulk_schedule
exp_2093329791,user_00025,repeat_use,2025-12-20 00:00:00,ai_caption_generator,quick_action
exp_2485394879,user_00025,repeat_use,2025-12-22 00:00:00,ai_caption_generator,content_calendar
exp_9682780374,user_00025,repeat_use,2025-12-24 00:00:00,ai_caption_generator,post_composer
exp_7982583433,user_00025,repeat_use,2025-12-28 00:00:00,ai_caption_generator,content_calendar
exp_3152815445,user_00026,exposed,2025-07-26 00:00:00,ai_caption_generator,feature_announcement_email
exp_7624269504,user_00026,first_use,2025-08-01 00:00:00,ai_caption_generator,content_calendar
exp_5040048250,user_00028,exposed,2025-06-05 00:00:00,ai_caption_generator,in_app_notification
exp_6579066205,user_00028,first_use,2025-06-22 00:00:00,ai_caption_generator,post_composer
exp_1235013019,user_00028,repeat_use,2025-07-09 00:00:00,ai_caption_generator,content_calendar
exp_9859086992,user_00028,repeat_use,2025-07-14 00:00:00,ai_caption_generator,content_calendar
exp_6151445832,user_00028,repeat_use,2025-08-08 00:00:00,ai_caption_generator,post_composer
exp_9095675683,user_00028,repeat_use,2025-08-15 00:00:00,ai_caption_generator,content_calendar
exp_1633427325,user_00028,repeat_use,2025-09-06 00:00:00,ai_caption_generator,bulk_schedule
exp_2577043035,user_00028,repeat_use,2025-09-16 00:00:00,ai_caption_generator,bulk_schedule
exp_2698070609,user_00028,repeat_use,2025-09-21 00:00:00,ai_caption_generator,content_calendar
exp_5807836784,user_00028,repeat_use,2025-10-08 00:00:00,ai_caption_generator,content_calendar
exp_7047952917,user_00028,repeat_use,2025-10-28 00:00:00,ai_caption_generator,bulk_schedule
exp_9534825520,user_00028,repeat_use,2025-11-22 00:00:00,ai_caption_generator,bulk_schedule
exp_9057299526,user_00028,repeat_use,2025-12-13 00:00:00,ai_caption_generator,post_composer
exp_90983693,user_00029,exposed,2025-06-05 00:00:00,ai_caption_generator,dashboard_banner
exp_7015521608,user_00033,exposed,2025-06-21 00:00:00,ai_caption_generator,in_app_notification
exp_1522717428,user_00033,first_use,2025-06-29 00:00:00,ai_caption_generator,bulk_schedule
exp_5810239901,user_00034,exposed,2025-06-23 00:00:00,ai_caption_generator,feature_announcement_email
exp_6237619836,user_00035,exposed,2025-11-07 00:00:00,ai_caption_generator,in_app_notification
exp_7295305449,user_00035,first_use,2025-11-10 00:00:00,ai_caption_generator,content_calendar
exp_3715257933,user_00035,repeat_use,2025-11-10 00:00:00,ai_caption_generator,content_calendar
exp_5126735318,user_00035,repeat_use,2025-11-22 00:00:00,ai_caption_generator,quick_action
exp_6864318337,user_00035,repeat_use,2025-11-30 00:00:00,ai_caption_generator,quick_action
exp_158878822,user_00035,repeat_use,2025-12-03 00:00:00,ai_caption_generator,quick_action
exp_2821601358,user_00035,repeat_use,2025-12-05 00:00:00,ai_caption_generator,post_composer
exp_3802260852,user_00035,repeat_use,2025-12-05 00:00:00,ai_caption_generator,bulk_schedule
exp_3155117389,user_00035,repeat_use,2025-12-06 00:00:00,ai_caption_generator,post_composer
exp_4363778219,user_00035,repeat_use,2025-12-07 00:00:00,ai_caption_generator,bulk_schedule
exp_1199637987,user_00035,repeat_use,2025-12-08 00:00:00,ai_caption_generator,content_calendar
exp_9517060238,user_00035,repeat_use,2025-12-11 00:00:00,ai_caption_generator,quick_action
exp_3993140305,user_00035,repeat_use,2025-12-17 00:00:00,ai_caption_generator,bulk_schedule
exp_4422234212,user_00035,repeat_use,2025-12-20 00:00:00,ai_caption_generator,post_composer
exp_5022583678,user_00035,repeat_use,2025-12-24 00:00:00,ai_caption_generator,post_composer
exp_7370565665,user_00035,repeat_use,2025-12-25 00:00:00,ai_caption_generator,content_calendar
exp_5751831534,user_00035,repeat_use,2025-12-28 00:00:00,ai_caption_generator,bulk_schedule
exp_4365476794,user_00035,repeat_use,2025-12-28 00:00:00,ai_caption_generator,content_calendar
exp_9406899160,user_00036,exposed,2025-06-20 00:00:00,ai_caption_generator,feature_announcement_email
exp_5365821082,user_00037,exposed,2025-06-07 00:00:00,ai_caption_generator,feature_announcement_email
exp_4780081804,user_00037,first_use,2025-06-08 00:00:00,ai_caption_generator,post_composer
exp_3399136605,user_00037,repeat_use,2025-06-08 00:00:00,ai_caption_generator,quick_action
exp_6650309334,user_00037,repeat_use,2025-06-09 00:00:00,ai_caption_generator,bulk_schedule
exp_7065236886,user_00037,repeat_use,2025-06-12 00:00:00,ai_caption_generator,quick_action
exp_6130120455,user_00037,repeat_use,2025-06-18 00:00:00,ai_caption_generator,post_composer
exp_6358441301,user_00037,repeat_use,2025-06-24 00:00:00,ai_caption_generator,quick_action
exp_7556980584,user_00037,repeat_use,2025-07-02 00:00:00,ai_caption_generator,quick_action
exp_7407369961,user_00037,repeat_use,2025-07-03 00:00:00,ai_caption_generator,content_calendar
exp_448314354,user_00037,repeat_use,2025-07-04 00:00:00,ai_caption_generator,post_composer
exp_8585863362,user_00037,repeat_use,2025-07-12 00:00:00,ai_caption_generator,post_composer
exp_7016898647,user_00037,repeat_use,2025-07-12 00:00:00,ai_caption_generator,content_calendar
exp_5142225475,user_00037,repeat_use,2025-07-12 00:00:00,ai_caption_generator,post_composer
exp_5424910225,user_00037,repeat_use,2025-07-12 00:00:00,ai_caption_generator,bulk_schedule
exp_4468440795,user_00037,repeat_use,2025-07-19 00:00:00,ai_caption_generator,post_composer
exp_5791713026,user_00037,repeat_use,2025-07-24 00:00:00,ai_caption_generator,quick_action
exp_3428395625,user_00037,repeat_use,2025-07-29 00:00:00,ai_caption_generator,content_calendar
exp_1551034071,user_00037,repeat_use,2025-07-30 00:00:00,ai_caption_generator,quick_action
exp_870558815,user_00037,repeat_use,2025-08-01 00:00:00,ai_caption_generator,quick_action
exp_2496964626,user_00037,repeat_use,2025-08-05 00:00:00,ai_caption_generator,post_composer
exp_2706955579,user_00037,repeat_use,2025-08-05 00:00:00,ai_caption_generator,quick_action
exp_5110711577,user_00037,repeat_use,2025-08-06 00:00:00,ai_caption_generator,content_calendar
exp_9921020649,user_00037,repeat_use,2025-08-11 00:00:00,ai_caption_generator,quick_action
exp_1968593932,user_00037,repeat_use,2025-08-16 00:00:00,ai_caption_generator,post_composer
exp_3433188891,user_00037,repeat_use,2025-08-28 00:00:00,ai_caption_generator,bulk_schedule
exp_5591938710,user_00037,repeat_use,2025-08-28 00:00:00,ai_caption_generator,quick_action
exp_9750038406,user_00037,repeat_use,2025-09-01 00:00:00,ai_caption_generator,content_calendar
exp_5186236142,user_00037,repeat_use,2025-09-02 00:00:00,ai_caption_generator,quick_action
exp_8770311121,user_00037,repeat_use,2025-09-02 00:00:00,ai_caption_generator,content_calendar
exp_5748230725,user_00037,repeat_use,2025-09-06 00:00:00,ai_caption_generator,quick_action
exp_7343835853,user_00037,repeat_use,2025-09-08 00:00:00,ai_caption_generator,content_calendar
exp_6903917329,user_00037,repeat_use,2025-09-13 00:00:00,ai_caption_generator,post_composer
exp_9977749540,user_00037,repeat_use,2025-09-13 00:00:00,ai_caption_generator,content_calendar
exp_8064073102,user_00037,repeat_use,2025-09-15 00:00:00,ai_caption_generator,bulk_schedule
exp_2132618623,user_00037,repeat_use,2025-09-15 00:00:00,ai_caption_generator,content_calendar
exp_1258614610,user_00037,repeat_use,2025-09-15 00:00:00,ai_caption_generator,quick_action
exp_7624745672,user_00037,repeat_use,2025-09-22 00:00:00,ai_caption_generator,quick_action
exp_5276790961,user_00037,repeat_use,2025-09-24 00:00:00,ai_caption_generator,quick_action
exp_9414393201,user_00037,repeat_use,2025-09-29 00:00:00,ai_caption_generator,bulk_schedule
exp_6561042996,user_00037,repeat_use,2025-10-01 00:00:00,ai_caption_generator,bulk_schedule
exp_928816639,user_00037,repeat_use,2025-10-04 00:00:00,ai_caption_generator,bulk_schedule
exp_7213943060,user_00037,repeat_use,2025-10-05 00:00:00,ai_caption_generator,content_calendar
exp_3987644481,user_00037,repeat_use,2025-10-07 00:00:00,ai_caption_generator,post_composer
